Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.142.157-8.8.8.8-51471-587-6,192.168.142.157,51471,8.8.8.8,587,6,13/02/2026 04:14:07 AM,38394909,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05209023935959843,3.8394909E7,0.0,3.8394909E7,3.8394909E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026045119679799215,0.026045119679799215,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8394909E7,0.0,3.8394909E7,3.8394909E7,NeedManualLabel
192.168.142.157-8.8.8.8-35845-596-6,192.168.142.157,35845,8.8.8.8,596,6,13/02/2026 04:14:08 AM,37933883,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05272331335023098,3.7933883E7,0.0,3.7933883E7,3.7933883E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02636165667511549,0.02636165667511549,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7933883E7,0.0,3.7933883E7,3.7933883E7,NeedManualLabel
192.168.142.157-8.8.8.8-43099-578-6,192.168.142.157,43099,8.8.8.8,578,6,13/02/2026 04:14:07 AM,38855046,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05147336590464981,3.8855046E7,0.0,3.8855046E7,3.8855046E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025736682952324903,0.025736682952324903,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8855046E7,0.0,3.8855046E7,3.8855046E7,NeedManualLabel
192.168.142.157-8.8.8.8-40217-80-6,192.168.142.157,40217,8.8.8.8,80,6,13/02/2026 04:14:08 AM,37565598,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053240201313978816,3.7565598E7,0.0,3.7565598E7,3.7565598E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026620100656989408,0.026620100656989408,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7565598E7,0.0,3.7565598E7,3.7565598E7,NeedManualLabel
192.168.142.157-8.8.8.8-48241-597-6,192.168.142.157,48241,8.8.8.8,597,6,13/02/2026 04:14:08 AM,37883077,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05279402198506737,3.7883077E7,0.0,3.7883077E7,3.7883077E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026397010992533686,0.026397010992533686,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7883077E7,0.0,3.7883077E7,3.7883077E7,NeedManualLabel
192.168.142.157-8.8.8.8-43037-603-6,192.168.142.157,43037,8.8.8.8,603,6,13/02/2026 04:14:08 AM,37575504,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053226165642382334,3.7575504E7,0.0,3.7575504E7,3.7575504E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026613082821191167,0.026613082821191167,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7575504E7,0.0,3.7575504E7,3.7575504E7,NeedManualLabel
192.168.142.157-8.8.8.8-39379-553-6,192.168.142.157,39379,8.8.8.8,553,6,13/02/2026 04:14:06 AM,40131897,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049835670613826204,4.0131897E7,0.0,4.0131897E7,4.0131897E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.024917835306913102,0.024917835306913102,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.0131897E7,0.0,4.0131897E7,4.0131897E7,NeedManualLabel
192.168.142.157-8.8.8.8-54507-545-6,192.168.142.157,54507,8.8.8.8,545,6,13/02/2026 04:14:05 AM,40542480,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04933097333956877,4.054248E7,0.0,4.054248E7,4.054248E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.024665486669784385,0.024665486669784385,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.054248E7,0.0,4.054248E7,4.054248E7,NeedManualLabel
192.168.142.157-8.8.8.8-54125-585-6,192.168.142.157,54125,8.8.8.8,585,6,13/02/2026 04:14:07 AM,38496897,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051952239163587655,3.8496897E7,0.0,3.8496897E7,3.8496897E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025976119581793827,0.025976119581793827,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8496897E7,0.0,3.8496897E7,3.8496897E7,NeedManualLabel
192.168.142.157-8.8.8.8-43635-564-6,192.168.142.157,43635,8.8.8.8,564,6,13/02/2026 04:14:06 AM,39572789,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050539778735332504,3.9572789E7,0.0,3.9572789E7,3.9572789E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025269889367666252,0.025269889367666252,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9572789E7,0.0,3.9572789E7,3.9572789E7,NeedManualLabel
192.168.142.157-8.8.8.8-50963-558-6,192.168.142.157,50963,8.8.8.8,558,6,13/02/2026 04:14:06 AM,39878048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05015290618036269,3.9878048E7,0.0,3.9878048E7,3.9878048E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025076453090181344,0.025076453090181344,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9878048E7,0.0,3.9878048E7,3.9878048E7,NeedManualLabel
192.168.142.157-8.8.8.8-39811-595-6,192.168.142.157,39811,8.8.8.8,595,6,13/02/2026 04:14:08 AM,37986406,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052650413940186915,3.7986406E7,0.0,3.7986406E7,3.7986406E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026325206970093457,0.026325206970093457,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7986406E7,0.0,3.7986406E7,3.7986406E7,NeedManualLabel
192.168.142.157-8.8.8.8-50987-527-6,192.168.142.157,50987,8.8.8.8,527,6,13/02/2026 04:14:04 AM,41462931,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04823585674635496,4.1462931E7,0.0,4.1462931E7,4.1462931E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02411792837317748,0.02411792837317748,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.1462931E7,0.0,4.1462931E7,4.1462931E7,NeedManualLabel
192.168.142.157-8.8.8.8-52599-562-6,192.168.142.157,52599,8.8.8.8,562,6,13/02/2026 04:14:06 AM,39672764,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05041241895825559,3.9672764E7,0.0,3.9672764E7,3.9672764E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025206209479127797,0.025206209479127797,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9672764E7,0.0,3.9672764E7,3.9672764E7,NeedManualLabel
192.168.142.157-8.8.8.8-37705-80-6,192.168.142.157,37705,8.8.8.8,80,6,13/02/2026 04:14:08 AM,37765704,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052958101879949065,3.7765704E7,0.0,3.7765704E7,3.7765704E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026479050939974533,0.026479050939974533,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7765704E7,0.0,3.7765704E7,3.7765704E7,NeedManualLabel
192.168.142.157-8.8.8.8-47557-80-6,192.168.142.157,47557,8.8.8.8,80,6,13/02/2026 04:14:07 AM,38369281,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052125032001511834,3.8369281E7,0.0,3.8369281E7,3.8369281E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026062516000755917,0.026062516000755917,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8369281E7,0.0,3.8369281E7,3.8369281E7,NeedManualLabel
192.168.142.157-8.8.8.8-45395-557-6,192.168.142.157,45395,8.8.8.8,557,6,13/02/2026 04:14:06 AM,39928800,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05008915870249043,3.99288E7,0.0,3.99288E7,3.99288E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025044579351245214,0.025044579351245214,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.99288E7,0.0,3.99288E7,3.99288E7,NeedManualLabel
192.168.142.157-8.8.8.8-57607-577-6,192.168.142.157,57607,8.8.8.8,577,6,13/02/2026 04:14:07 AM,38906318,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051405532643824074,3.8906318E7,0.0,3.8906318E7,3.8906318E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025702766321912037,0.025702766321912037,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8906318E7,0.0,3.8906318E7,3.8906318E7,NeedManualLabel
192.168.142.157-8.8.8.8-41907-80-6,192.168.142.157,41907,8.8.8.8,80,6,13/02/2026 04:14:07 AM,38169082,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523984307508365,3.8169082E7,0.0,3.8169082E7,3.8169082E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02619921537541825,0.02619921537541825,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8169082E7,0.0,3.8169082E7,3.8169082E7,NeedManualLabel
192.168.142.157-8.8.8.8-56407-572-6,192.168.142.157,56407,8.8.8.8,572,6,13/02/2026 04:14:06 AM,39163149,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051068416382962466,3.9163149E7,0.0,3.9163149E7,3.9163149E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025534208191481233,0.025534208191481233,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9163149E7,0.0,3.9163149E7,3.9163149E7,NeedManualLabel
192.168.142.157-8.8.8.8-58003-590-6,192.168.142.157,58003,8.8.8.8,590,6,13/02/2026 04:14:07 AM,38242014,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05229850080594605,3.8242014E7,0.0,3.8242014E7,3.8242014E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026149250402973025,0.026149250402973025,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8242014E7,0.0,3.8242014E7,3.8242014E7,NeedManualLabel
192.168.142.157-8.8.8.8-52213-552-6,192.168.142.157,52213,8.8.8.8,552,6,13/02/2026 04:14:05 AM,40183852,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04977123646583209,4.0183852E7,0.0,4.0183852E7,4.0183852E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.024885618232916046,0.024885618232916046,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.0183852E7,0.0,4.0183852E7,4.0183852E7,NeedManualLabel
192.168.142.157-8.8.8.8-53649-563-6,192.168.142.157,53649,8.8.8.8,563,6,13/02/2026 04:14:06 AM,39621769,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05047730201041756,3.9621769E7,0.0,3.9621769E7,3.9621769E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02523865100520878,0.02523865100520878,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9621769E7,0.0,3.9621769E7,3.9621769E7,NeedManualLabel
192.168.142.157-8.8.8.8-52091-80-6,192.168.142.157,52091,8.8.8.8,80,6,13/02/2026 04:14:05 AM,40588730,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927476173804896,4.058873E7,0.0,4.058873E7,4.058873E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02463738086902448,0.02463738086902448,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.058873E7,0.0,4.058873E7,4.058873E7,NeedManualLabel
192.168.142.157-8.8.8.8-48463-549-6,192.168.142.157,48463,8.8.8.8,549,6,13/02/2026 04:14:05 AM,40336507,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04958287538383034,4.0336507E7,0.0,4.0336507E7,4.0336507E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02479143769191517,0.02479143769191517,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.0336507E7,0.0,4.0336507E7,4.0336507E7,NeedManualLabel
192.168.142.157-8.8.8.8-54917-80-6,192.168.142.157,54917,8.8.8.8,80,6,13/02/2026 04:14:06 AM,39175215,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05105268726668124,3.9175215E7,0.0,3.9175215E7,3.9175215E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02552634363334062,0.02552634363334062,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9175215E7,0.0,3.9175215E7,3.9175215E7,NeedManualLabel
192.168.142.157-8.8.8.8-38571-607-6,192.168.142.157,38571,8.8.8.8,607,6,13/02/2026 04:14:08 AM,37375805,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05351055315062779,3.7375805E7,0.0,3.7375805E7,3.7375805E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026755276575313895,0.026755276575313895,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7375805E7,0.0,3.7375805E7,3.7375805E7,NeedManualLabel
192.168.142.157-8.8.8.8-53615-576-6,192.168.142.157,53615,8.8.8.8,576,6,13/02/2026 04:14:07 AM,38956776,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05133895063595612,3.8956776E7,0.0,3.8956776E7,3.8956776E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02566947531797806,0.02566947531797806,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8956776E7,0.0,3.8956776E7,3.8956776E7,NeedManualLabel
192.168.142.157-8.8.8.8-40825-589-6,192.168.142.157,40825,8.8.8.8,589,6,13/02/2026 04:14:07 AM,38293907,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05222762984200072,3.8293907E7,0.0,3.8293907E7,3.8293907E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02611381492100036,0.02611381492100036,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.8293907E7,0.0,3.8293907E7,3.8293907E7,NeedManualLabel
192.168.142.157-8.8.8.8-47719-548-6,192.168.142.157,47719,8.8.8.8,548,6,13/02/2026 04:14:05 AM,40386467,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04952153898482875,4.0386467E7,0.0,4.0386467E7,4.0386467E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.024760769492414375,0.024760769492414375,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.0386467E7,0.0,4.0386467E7,4.0386467E7,NeedManualLabel
192.168.142.157-8.8.8.8-36673-608-6,192.168.142.157,36673,8.8.8.8,608,6,13/02/2026 04:14:08 AM,37324136,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05358462952766006,3.7324136E7,0.0,3.7324136E7,3.7324136E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02679231476383003,0.02679231476383003,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7324136E7,0.0,3.7324136E7,3.7324136E7,NeedManualLabel
192.168.142.157-8.8.8.8-56225-609-6,192.168.142.157,56225,8.8.8.8,609,6,13/02/2026 04:14:08 AM,37270830,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053661268074792004,3.727083E7,0.0,3.727083E7,3.727083E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026830634037396002,0.026830634037396002,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.727083E7,0.0,3.727083E7,3.727083E7,NeedManualLabel
192.168.142.157-8.8.8.8-56717-544-6,192.168.142.157,56717,8.8.8.8,544,6,13/02/2026 04:14:05 AM,40591549,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927133970669609,4.0591549E7,0.0,4.0591549E7,4.0591549E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.024635669853348044,0.024635669853348044,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.0591549E7,0.0,4.0591549E7,4.0591549E7,NeedManualLabel
192.168.142.157-8.8.8.8-58505-599-6,192.168.142.157,58505,8.8.8.8,599,6,13/02/2026 04:14:08 AM,37782351,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052934768405491765,3.7782351E7,0.0,3.7782351E7,3.7782351E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.026467384202745883,0.026467384202745883,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.7782351E7,0.0,3.7782351E7,3.7782351E7,NeedManualLabel
192.168.142.157-8.8.8.8-37725-565-6,192.168.142.157,37725,8.8.8.8,565,6,13/02/2026 04:14:06 AM,39517398,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050610619656688935,3.9517398E7,0.0,3.9517398E7,3.9517398E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.025305309828344467,0.025305309828344467,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9517398E7,0.0,3.9517398E7,3.9517398E7,NeedManualLabel
192.168.142.157-8.8.8.8-54071-526-6,192.168.142.157,54071,8.8.8.8,526,6,13/02/2026 04:14:04 AM,41515425,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048174865125432294,4.1515425E7,0.0,4.1515425E7,4.1515425E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.024087432562716147,0.024087432562716147,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.1515425E7,0.0,4.1515425E7,4.1515425E7,NeedManualLabel
192.168.142.157-8.8.8.8-45539-573-6,192.168.142.157,45539,8.8.8.8,573,6,13/02/2026 04:14:07 AM,39112393,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05113468766792152,3.9112393E7,0.0,3.9112393E7,3.9112393E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02556734383396076,0.02556734383396076,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9112393E7,0.0,3.9112393E7,3.9112393E7,NeedManualLabel
192.168.142.157-8.8.8.8-42915-569-6,192.168.142.157,42915,8.8.8.8,569,6,13/02/2026 04:14:06 AM,39313031,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05087371665644402,3.9313031E7,0.0,3.9313031E7,3.9313031E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02543685832822201,0.02543685832822201,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.9313031E7,0.0,3.9313031E7,3.9313031E7,NeedManualLabel
192.168.142.157-8.8.8.8-36801-551-6,192.168.142.157,36801,8.8.8.8,551,6,13/02/2026 04:14:05 AM,40234279,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04970885647037443,4.0234279E7,0.0,4.0234279E7,4.0234279E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.024854428235187215,0.024854428235187215,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,4.0234279E7,0.0,4.0234279E7,4.0234279E7,NeedManualLabel
192.168.142.157-8.8.8.8-35479-80-6,192.168.142.157,35479,8.8.8.8,80,6,13/02/2026 04:14:06 AM,39381520,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05078524140256648,3.938152E7,0.0,3.938152E7,3.938152E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0.02539262070128324,0.02539262070128324,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,65280,64240,0,40,0,0,0,0,3.938152E7,0.0,3.938152E7,3.938152E7,NeedManualLabel
